experimento,metodo,tempo,distancia
1,A,8.820897199999308,28774.825998309625
1,A*,4.847841300012078,24873.93832456651
1,Dijkstra,6.359465399989858,24873.93832456651
2,A,11.380010799999582,15737.22997362001
2,A*,3.563318000000436,12522.32479529177
2,Dijkstra,11.248512500023935,12522.32479529177
3,A,17.804874499997823,14859.066436490233
3,A*,10.136805000016466,10155.180253020939
3,Dijkstra,21.832565999997314,10155.180253020939
